-4.236782, -0.026071, 0.018504, 0.000000
-4.243461, -0.025573, 0.018351, 0.000000
-4.241119, -0.025428, 0.018899, 0.000000
-4.253076, -0.027338, 0.019564, 0.000000
-4.257269, -0.027214, 0.020263, 0.000000
-4.232747, -0.027475, 0.016892, 0.000000
-4.231981, -0.024183, 0.019081, 0.000000
-4.230837, -0.027199, 0.019197, 0.000000
-4.216459, -0.026484, 0.019612, 0.000000
-4.241941, -0.027385, 0.018206, 0.000000
-4.184852, -0.030422, 0.018401, 0.000000
-4.172395, -0.029902, 0.020155, 0.000000
-4.175981, -0.027606, 0.018544, 0.000000
-4.171925, -0.024092, 0.020445, 0.000000
-4.154875, -0.025550, 0.019173, 0.000000
-4.153570, -0.024151, 0.018852, 0.000000
-4.143626, -0.023117, 0.018339, 0.000000
-4.162945, -0.025707, 0.018021, 0.000000
-4.161707, -0.029160, 0.017949, 0.000000
-4.167132, -0.026312, 0.018457, 0.000000
-4.169351, -0.026471, 0.018514, 0.000000
-4.181888, -0.027154, 0.018452, 0.000000
-4.194974, -0.026187, 0.016966, 0.000000
-4.188590, -0.026218, 0.019845, 0.000000
-4.198647, -0.024284, 0.019296, 0.000000
-4.221051, -0.023057, 0.018159, 0.000000
-4.213626, -0.023626, 0.017989, 0.000000
-4.212890, -0.023751, 0.017752, 0.000000
-4.214169, -0.026085, 0.017888, 0.000000
-4.225826, -0.024672, 0.020156, 0.000000
-4.228105, -0.021798, 0.018531, 0.000000
-4.240648, -0.025346, 0.018577, 0.000000
-4.220420, -0.023521, 0.018911, 0.000000
-4.181994, -0.025549, 0.019309, 0.000000
-4.181908, -0.024377, 0.018473, 0.000000
-4.163567, -0.025833, 0.019104, 0.000000
-4.165376, -0.025369, 0.020095, 0.000000
-4.195066, -0.028722, 0.019065, 0.000000
-4.191667, -0.026699, 0.017862, 0.000000
-4.211838, -0.025915, 0.017784, 0.000000
-4.234438, -0.028392, 0.019089, 0.000000
-4.247598, -0.027577, 0.017797, 0.000000
-4.235531, -0.027271, 0.019516, 0.000000
-4.239861, -0.026369, 0.019112, 0.000000
-4.224025, -0.027197, 0.018721, 0.000000
-4.196713, -0.026974, 0.019048, 0.000000
-4.207797, -0.025342, 0.019024, 0.000000
-4.214180, -0.026563, 0.018650, 0.000000
-4.224487, -0.022890, 0.018677, 0.000000
-4.231777, -0.024956, 0.018892, 0.000000
-4.232528, -0.028014, 0.018729, 0.000000
-4.241228, -0.027880, 0.018177, 0.000000
-4.236848, -0.024837, 0.018867, 0.000000
-4.234833, -0.026047, 0.018592, 0.000000
-4.243599, -0.025525, 0.018335, 0.000000
-4.246892, -0.027388, 0.020047, 0.000000
-4.248573, -0.029151, 0.018659, 0.000000
-4.247087, -0.022603, 0.018981, 0.000000
-4.239303, -0.024510, 0.017715, 0.000000
-4.245061, -0.026003, 0.018378, 0.000000
-4.259499, -0.025093, 0.019340, 0.000000
-4.265628, -0.025182, 0.018060, 0.000000
-4.276876, -0.026022, 0.018744, 0.000000
-4.283601, -0.024200, 0.019340, 0.000000
-4.264480, -0.026854, 0.019576, 0.000000
-4.266433, -0.028211, 0.020497, 0.000000
-4.277833, -0.027582, 0.018582, 0.000000
-4.281046, -0.029299, 0.018492, 0.000000
-4.266430, -0.029081, 0.018531, 0.000000
-4.258486, -0.026047, 0.019650, 0.000000
-4.258822, -0.026170, 0.018123, 0.000000
-4.270326, -0.023590, 0.018666, 0.000000
-4.254752, -0.021089, 0.018340, 0.000000
-4.249556, -0.026116, 0.017693, 0.000000
-4.246463, -0.025935, 0.019581, 0.000000
-4.259415, -0.024733, 0.018669, 0.000000
-4.278729, -0.024323, 0.019118, 0.000000
-4.274425, -0.023857, 0.018272, 0.000000
-4.262393, -0.025652, 0.020191, 0.000000
-4.248058, -0.028299, 0.017781, 0.000000
-4.261157, -0.026196, 0.019153, 0.000000
-4.246607, -0.026590, 0.018737, 0.000000
-4.241605, -0.024949, 0.018219, 0.000000
-4.252171, -0.023314, 0.018773, 0.000000
-4.218601, -0.023517, 0.019278, 0.000000
-4.214508, -0.022505, 0.019116, 0.000000
-4.240992, -0.021423, 0.018130, 0.000000
-4.234443, -0.022733, 0.019616, 0.000000
-4.238063, -0.023081, 0.018315, 0.000000
-4.235896, -0.024907, 0.018846, 0.000000
-4.249781, -0.023362, 0.018433, 0.000000
-4.250508, -0.024402, 0.017619, 0.000000
-4.254933, -0.023999, 0.019536, 0.000000
-4.250678, -0.025187, 0.018944, 0.000000
-4.247900, -0.024688, 0.018566, 0.000000
-4.245701, -0.026308, 0.019249, 0.000000
-4.247432, -0.026297, 0.018144, 0.000000
-4.268704, -0.027512, 0.019812, 0.000000
-4.270368, -0.023811, 0.019988, 0.000000
-4.292766, -0.024885, 0.018818, 0.000000
